transactionId, reference, period, transactionStatus, units, magnitude, subject, transactionGroup, seriesTitle1, seriesTitle2
22,ECTA.S19A1,2022.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries
26,ECTA.S19A2,2004.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
27,ECTA.S19A2,2005.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
28,ECTA.S19A2,2006.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
29,ECTA.S19A2,2007.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
30,ECTA.S19A2,2008.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
31,ECTA.S19A2,2009.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
32,ECTA.S19A2,2010.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
33,ECTA.S19A2,2011.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
34,ECTA.S19A2,2012.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
35,ECTA.S19A2,2013.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
36,ECTA.S19A2,2014.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
37,ECTA.S19A2,2015.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
38,ECTA.S19A2,2016.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
39,ECTA.S19A2,2017.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
40,ECTA.S19A2,2018.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
41,ECTA.S19A2,2019.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
42,ECTA.S19A2,2020.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
43,ECTA.S19A2,2021.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
44,ECTA.S19A2,2022.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries
48,ECTA.S19A9,2004.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
49,ECTA.S19A9,2005.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
50,ECTA.S19A9,2006.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
51,ECTA.S19A9,2007.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
52,ECTA.S19A9,2008.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
53,ECTA.S19A9,2009.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
54,ECTA.S19A9,2010.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
55,ECTA.S19A9,2011.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
56,ECTA.S19A9,2012.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
57,ECTA.S19A9,2013.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
58,ECTA.S19A9,2014.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
59,ECTA.S19A9,2015.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
60,ECTA.S19A9,2016.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
61,ECTA.S19A9,2017.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
62,ECTA.S19A9,2018.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
63,ECTA.S19A9,2019.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
64,ECTA.S19A9,2020.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
65,ECTA.S19A9,2021.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
66,ECTA.S19A9,2022.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total
70,ECTA.S19AW,2004.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
71,ECTA.S19AW,2005.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
72,ECTA.S19AW,2006.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
73,ECTA.S19AW,2007.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
74,ECTA.S19AW,2008.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
75,ECTA.S19AW,2009.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
76,ECTA.S19AW,2010.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
77,ECTA.S19AW,2011.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
78,ECTA.S19AW,2012.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
79,ECTA.S19AW,2013.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
80,ECTA.S19AW,2014.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
81,ECTA.S19AW,2015.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
82,ECTA.S19AW,2016.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
83,ECTA.S19AW,2017.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
84,ECTA.S19AW,2018.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
85,ECTA.S19AW,2019.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
86,ECTA.S19AW,2020.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
88,ECTA.S19AW,2022.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit
92,ECTA.S19AX,2004.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
93,ECTA.S19AX,2005.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
94,ECTA.S19AX,2006.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
95,ECTA.S19AX,2007.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
96,ECTA.S19AX,2008.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
97,ECTA.S19AX,2009.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
98,ECTA.S19AX,2010.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
99,ECTA.S19AX,2011.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
100,ECTA.S19AX,2012.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
101,ECTA.S19AX,2013.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
102,ECTA.S19AX,2014.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
103,ECTA.S19AX,2015.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
104,ECTA.S19AX,2016.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
105,ECTA.S19AX,2017.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
106,ECTA.S19AX,2018.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
107,ECTA.S19AX,2019.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
108,ECTA.S19AX,2020.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
109,ECTA.S19AX,2021.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
110,ECTA.S19AX,2022.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit
114,ECTA.S1GA1,2004.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
115,ECTA.S1GA1,2005.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
116,ECTA.S1GA1,2006.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
117,ECTA.S1GA1,2007.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
118,ECTA.S1GA1,2008.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
119,ECTA.S1GA1,2009.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
120,ECTA.S1GA1,2010.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
121,ECTA.S1GA1,2011.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
122,ECTA.S1GA1,2012.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
123,ECTA.S1GA1,2013.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
124,ECTA.S1GA1,2014.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
125,ECTA.S1GA1,2015.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
126,ECTA.S1GA1,2016.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
127,ECTA.S1GA1,2017.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
128,ECTA.S1GA1,2018.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
129,ECTA.S1GA1,2019.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
130,ECTA.S1GA1,2020.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
131,ECTA.S1GA1,2021.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
132,ECTA.S1GA1,2022.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables
136,ECTA.S1GA2,2004.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
137,ECTA.S1GA2,2005.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
138,ECTA.S1GA2,2006.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
139,ECTA.S1GA2,2007.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
140,ECTA.S1GA2,2008.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
141,ECTA.S1GA2,2009.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
142,ECTA.S1GA2,2010.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
143,ECTA.S1GA2,2011.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
144,ECTA.S1GA2,2012.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
145,ECTA.S1GA2,2013.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
146,ECTA.S1GA2,2014.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
147,ECTA.S1GA2,2015.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
148,ECTA.S1GA2,2016.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
149,ECTA.S1GA2,2017.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
150,ECTA.S1GA2,2018.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
151,ECTA.S1GA2,2019.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
152,ECTA.S1GA2,2020.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
153,ECTA.S1GA2,2021.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
154,ECTA.S1GA2,2022.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables
158,ECTA.S1GA3,2004.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
159,ECTA.S1GA3,2005.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
160,ECTA.S1GA3,2006.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
161,ECTA.S1GA3,2007.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
162,ECTA.S1GA3,2008.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
163,ECTA.S1GA3,2009.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
164,ECTA.S1GA3,2010.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
165,ECTA.S1GA3,2011.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
166,ECTA.S1GA3,2012.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
167,ECTA.S1GA3,2013.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
168,ECTA.S1GA3,2014.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
169,ECTA.S1GA3,2015.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
170,ECTA.S1GA3,2016.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
171,ECTA.S1GA3,2017.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
172,ECTA.S1GA3,2018.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
173,ECTA.S1GA3,2019.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
174,ECTA.S1GA3,2020.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
175,ECTA.S1GA3,2021.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
176,ECTA.S1GA3,2022.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality
