transactionId, reference, period, transactionStatus, units, magnitude, subject, transactionGroup, seriesTitle1, seriesTitle2
1322,ECTM.S19A2AC,2004.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1323,ECTM.S19A2AC,2004.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1324,ECTM.S19A2AC,2004.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1325,ECTM.S19A2AC,2004.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1326,ECTM.S19A2AC,2004.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1327,ECTM.S19A2AC,2004.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1328,ECTM.S19A2AC,2005.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1329,ECTM.S19A2AC,2005.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1330,ECTM.S19A2AC,2005.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1331,ECTM.S19A2AC,2005.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1332,ECTM.S19A2AC,2005.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1333,ECTM.S19A2AC,2005.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1334,ECTM.S19A2AC,2005.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1335,ECTM.S19A2AC,2005.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1336,ECTM.S19A2AC,2005.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1337,ECTM.S19A2AC,2005.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1338,ECTM.S19A2AC,2005.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1339,ECTM.S19A2AC,2005.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1340,ECTM.S19A2AC,2006.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1341,ECTM.S19A2AC,2006.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1342,ECTM.S19A2AC,2006.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1343,ECTM.S19A2AC,2006.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1344,ECTM.S19A2AC,2006.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1345,ECTM.S19A2AC,2006.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1346,ECTM.S19A2AC,2006.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1347,ECTM.S19A2AC,2006.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1348,ECTM.S19A2AC,2006.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1349,ECTM.S19A2AC,2006.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1350,ECTM.S19A2AC,2006.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1351,ECTM.S19A2AC,2006.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1352,ECTM.S19A2AC,2007.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1353,ECTM.S19A2AC,2007.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1354,ECTM.S19A2AC,2007.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1355,ECTM.S19A2AC,2007.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1356,ECTM.S19A2AC,2007.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1357,ECTM.S19A2AC,2007.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1358,ECTM.S19A2AC,2007.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1359,ECTM.S19A2AC,2007.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1360,ECTM.S19A2AC,2007.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1361,ECTM.S19A2AC,2007.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1362,ECTM.S19A2AC,2007.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1363,ECTM.S19A2AC,2007.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1364,ECTM.S19A2AC,2008.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1365,ECTM.S19A2AC,2008.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1366,ECTM.S19A2AC,2008.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1367,ECTM.S19A2AC,2008.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1368,ECTM.S19A2AC,2008.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1369,ECTM.S19A2AC,2008.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1370,ECTM.S19A2AC,2008.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1371,ECTM.S19A2AC,2008.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1372,ECTM.S19A2AC,2008.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1373,ECTM.S19A2AC,2008.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1374,ECTM.S19A2AC,2008.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1375,ECTM.S19A2AC,2008.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1376,ECTM.S19A2AC,2009.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1377,ECTM.S19A2AC,2009.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1378,ECTM.S19A2AC,2009.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1379,ECTM.S19A2AC,2009.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1380,ECTM.S19A2AC,2009.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1381,ECTM.S19A2AC,2009.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1382,ECTM.S19A2AC,2009.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1383,ECTM.S19A2AC,2009.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1384,ECTM.S19A2AC,2009.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1385,ECTM.S19A2AC,2009.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1386,ECTM.S19A2AC,2009.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1387,ECTM.S19A2AC,2009.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1388,ECTM.S19A2AC,2010.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1389,ECTM.S19A2AC,2010.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1390,ECTM.S19A2AC,2010.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1391,ECTM.S19A2AC,2010.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1392,ECTM.S19A2AC,2010.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1393,ECTM.S19A2AC,2010.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1394,ECTM.S19A2AC,2010.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1395,ECTM.S19A2AC,2010.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1396,ECTM.S19A2AC,2010.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1397,ECTM.S19A2AC,2010.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1398,ECTM.S19A2AC,2010.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1399,ECTM.S19A2AC,2010.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1400,ECTM.S19A2AC,2011.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1401,ECTM.S19A2AC,2011.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1402,ECTM.S19A2AC,2011.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1403,ECTM.S19A2AC,2011.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1404,ECTM.S19A2AC,2011.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1405,ECTM.S19A2AC,2011.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1406,ECTM.S19A2AC,2011.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1407,ECTM.S19A2AC,2011.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1408,ECTM.S19A2AC,2011.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1409,ECTM.S19A2AC,2011.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1410,ECTM.S19A2AC,2011.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1411,ECTM.S19A2AC,2011.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1412,ECTM.S19A2AC,2012.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1413,ECTM.S19A2AC,2012.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1414,ECTM.S19A2AC,2012.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1415,ECTM.S19A2AC,2012.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1416,ECTM.S19A2AC,2012.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1417,ECTM.S19A2AC,2012.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1418,ECTM.S19A2AC,2012.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1419,ECTM.S19A2AC,2012.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1420,ECTM.S19A2AC,2012.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1421,ECTM.S19A2AC,2012.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1422,ECTM.S19A2AC,2012.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1423,ECTM.S19A2AC,2012.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1424,ECTM.S19A2AC,2013.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1425,ECTM.S19A2AC,2013.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1426,ECTM.S19A2AC,2013.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1427,ECTM.S19A2AC,2013.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1428,ECTM.S19A2AC,2013.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1429,ECTM.S19A2AC,2013.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1430,ECTM.S19A2AC,2013.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1431,ECTM.S19A2AC,2013.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1432,ECTM.S19A2AC,2013.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1433,ECTM.S19A2AC,2013.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1434,ECTM.S19A2AC,2013.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1435,ECTM.S19A2AC,2013.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1436,ECTM.S19A2AC,2014.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1437,ECTM.S19A2AC,2014.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1438,ECTM.S19A2AC,2014.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1439,ECTM.S19A2AC,2014.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1440,ECTM.S19A2AC,2014.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1441,ECTM.S19A2AC,2014.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1442,ECTM.S19A2AC,2014.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1443,ECTM.S19A2AC,2014.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1444,ECTM.S19A2AC,2014.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1445,ECTM.S19A2AC,2014.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1446,ECTM.S19A2AC,2014.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1447,ECTM.S19A2AC,2014.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1448,ECTM.S19A2AC,2015.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1449,ECTM.S19A2AC,2015.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1450,ECTM.S19A2AC,2015.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1451,ECTM.S19A2AC,2015.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1452,ECTM.S19A2AC,2015.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1453,ECTM.S19A2AC,2015.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1454,ECTM.S19A2AC,2015.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1455,ECTM.S19A2AC,2015.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1456,ECTM.S19A2AC,2015.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1457,ECTM.S19A2AC,2015.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1458,ECTM.S19A2AC,2015.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1459,ECTM.S19A2AC,2015.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1460,ECTM.S19A2AC,2016.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1461,ECTM.S19A2AC,2016.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1462,ECTM.S19A2AC,2016.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1463,ECTM.S19A2AC,2016.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1464,ECTM.S19A2AC,2016.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1465,ECTM.S19A2AC,2016.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1466,ECTM.S19A2AC,2016.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1467,ECTM.S19A2AC,2016.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1468,ECTM.S19A2AC,2016.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
1469,ECTM.S19A2AC,2016.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,Totals - Electronic card transactions by division, percentage changes,Actual,RTS core industries
